date	page	views	visitors	avg_time_sec
2024-07-04	pricing	611	456	52
2024-07-04	about	312	280	66
2024-07-04	contact	136	80	55
2024-07-04	faq	207	88	84
2024-07-04	category_gaming	883	429	49
2024-07-04	category_electronics	657	524	71
2024-07-04	landing_campaign	401	265	70
2024-07-05	home	6920	3411	50
2024-07-05	product_page	1276	940	51
2024-07-05	blog_post	1138	691	139
2024-07-05	pricing	299	207	63
2024-07-05	about	233	140	56
2024-07-05	contact	108	91	48
2024-07-05	faq	141	105	103
2024-07-05	category_gaming	767	362	77
2024-07-05	category_electronics	835	622	31
2024-07-05	landing_campaign	379	281	35
2024-07-06	home	4755	3969	57
2024-07-06	product_page	1047	458	59
2024-07-06	blog_post	815	520	139
2024-07-06	pricing	323	266	59
2024-07-06	about	172	125	72
2024-07-06	contact	65	39	66
2024-07-06	faq	128	52	88
2024-07-06	category_gaming	540	465	38
2024-07-06	category_electronics	571	358	46
2024-07-06	landing_campaign	287	169	55
2024-07-07	home	4016	3048	52
2024-07-07	product_page	1062	789	42
2024-07-07	blog_post	712	528	97
2024-07-07	pricing	225	159	53
2024-07-07	about	161	95	65
2024-07-07	contact	71	48	58
2024-07-07	faq	108	68	54
2024-07-07	category_gaming	503	271	38
2024-07-07	category_electronics	326	174	55
2024-07-07	landing_campaign	218	92	65
2024-07-08	home	6777	4400	77
2024-07-08	product_page	1410	872	10
2024-07-08	blog_post	978	649	82
2024-07-08	pricing	571	336	75
2024-07-08	about	178	118	41
2024-07-08	contact	140	104	58
2024-07-08	faq	191	169	68
2024-07-08	category_gaming	773	370	61
2024-07-08	category_electronics	870	775	50
2024-07-08	landing_campaign	291	192	54
2024-07-09	home	4885	3699	76
2024-07-09	product_page	1248	731	41
2024-07-09	blog_post	855	667	116
2024-07-09	pricing	553	477	55
2024-07-09	about	251	149	87
2024-07-09	contact	85	60	63
2024-07-09	faq	189	101	48
2024-07-09	category_gaming	738	508	54
2024-07-09	category_electronics	761	644	58
2024-07-09	landing_campaign	317	207	63
2024-07-10	home	5461	3841	59
2024-07-10	product_page	1602	803	71
2024-07-10	blog_post	922	805	133
2024-07-10	pricing	487	340	48
2024-07-10	about	274	195	48
2024-07-10	contact	123	79	56
2024-07-10	faq	175	117	68
2024-07-10	category_gaming	852	737	49
2024-07-10	category_electronics	1003	651	52
2024-07-10	landing_campaign	401	262	57
2024-07-11	home	7966	4226	54
2024-07-11	product_page	1576	1165	57
2024-07-11	blog_post	899	604	131
2024-07-11	pricing	492	292	41
2024-07-11	about	245	192	62
2024-07-11	contact	130	54	71
2024-07-11	faq	144	62	51
2024-07-11	category_gaming	541	431	63
2024-07-11	category_electronics	884	446	61
2024-07-11	landing_campaign	321	215	80
2024-07-12	home	7216	5429	82
2024-07-12	product_page	1418	874	50
2024-07-12	blog_post	870	408	111
2024-07-12	pricing	481	207	25
2024-07-12	about	216	151	68
2024-07-12	contact	129	99	60
2024-07-12	faq	214	102	63
2024-07-12	category_gaming	639	456	73
2024-07-12	category_electronics	825	419	68
2024-07-12	landing_campaign	266	200	49
2024-07-13	home	4274	2843	66
2024-07-13	product_page	1023	594	51
2024-07-13	blog_post	541	452	110
2024-07-13	pricing	312	180	70
2024-07-13	about	202	87	68
2024-07-13	contact	88	46	61
2024-07-13	faq	139	72	47
2024-07-13	category_gaming	549	287	69
2024-07-13	category_electronics	645	373	68
2024-07-13	landing_campaign	257	208	60
2024-07-14	home	4919	2655	23
2024-07-14	product_page	969	612	41
2024-07-14	blog_post	714	501	120
2024-07-14	pricing	278	249	64
2024-07-14	about	173	105	64
2024-07-14	contact	124	61	65
2024-07-14	faq	133	64	64
2024-07-14	category_gaming	505	270	54
2024-07-14	category_electronics	698	391	74
2024-07-14	landing_campaign	252	210	79
2024-07-15	home	6589	2702	65
2024-07-15	product_page	1400	869	57
2024-07-15	blog_post	967	797	134
2024-07-15	pricing	402	340	40
2024-07-15	about	295	152	54
2024-07-15	contact	124	96	69
2024-07-15	faq	183	155	46
2024-07-15	category_gaming	676	328	32
2024-07-15	category_electronics	753	431	68
2024-07-15	landing_campaign	354	272	91
2024-07-16	home	5224	3172	71
2024-07-16	product_page	1219	1035	40
2024-07-16	blog_post	768	433	128
2024-07-16	pricing	404	297	42
2024-07-16	about	159	75	69
2024-07-16	contact	126	57	55
2024-07-16	faq	162	70	82
2024-07-16	category_gaming	770	398	79
2024-07-16	category_electronics	939	708	48
2024-07-16	landing_campaign	350	290	57
2024-07-17	home	5210	3428	50
2024-07-17	product_page	1558	954	82
2024-07-17	blog_post	901	771	113
2024-07-17	pricing	438	300	88
2024-07-17	about	275	236	71
2024-07-17	contact	90	64	50
2024-07-17	faq	231	140	36
2024-07-17	category_gaming	722	538	42
2024-07-17	category_electronics	852	411	81
2024-07-17	landing_campaign	442	268	53
2024-07-18	home	6185	3219	88
2024-07-18	product_page	1146	496	61
2024-07-18	blog_post	881	663	187
2024-07-18	pricing	553	334	73
2024-07-18	about	285	174	88
2024-07-18	contact	133	66	61
2024-07-18	faq	153	109	44
2024-07-18	category_gaming	786	494	75
2024-07-18	category_electronics	1101	752	59
2024-07-18	landing_campaign	271	171	73
2024-07-19	home	5919	4426	50
2024-07-19	product_page	1934	953	76
2024-07-19	blog_post	914	495	122
2024-07-19	pricing	399	169	76
2024-07-19	about	225	97	73
2024-07-19	contact	120	58	56
2024-07-19	faq	164	131	76
2024-07-19	category_gaming	731	543	40
2024-07-19	category_electronics	999	861	85
2024-07-19	landing_campaign	365	307	36
2024-07-20	home	4472	2369	40
2024-07-20	product_page	952	672	39
2024-07-20	blog_post	571	403	104
2024-07-20	pricing	333	263	65
2024-07-20	about	129	80	47
2024-07-20	contact	79	65	80
2024-07-20	faq	104	86	55
2024-07-20	category_gaming	535	474	63
2024-07-20	category_electronics	434	215	59
2024-07-20	landing_campaign	271	113	45
2024-07-21	home	4161	3000	51
2024-07-21	product_page	811	651	82
2024-07-21	blog_post	558	445	121
2024-07-21	pricing	312	147	23
2024-07-21	about	153	121	70
2024-07-21	contact	93	46	85
2024-07-21	faq	109	89	41
2024-07-21	category_gaming	586	363	49
2024-07-21	category_electronics	618	439	54
2024-07-21	landing_campaign	263	160	76
2024-07-22	home	6358	4889	60
2024-07-22	product_page	1682	1319	52
2024-07-22	blog_post	904	490	132
2024-07-22	pricing	526	274	80
2024-07-22	about	187	150	62
2024-07-22	contact	142	83	54
2024-07-22	faq	169	104	74
2024-07-22	category_gaming	661	577	62
2024-07-22	category_electronics	894	732	101
2024-07-22	landing_campaign	370	319	76
2024-07-23	home	4552	2877	76
2024-07-23	product_page	1262	1023	34
2024-07-23	blog_post	877	466	133
2024-07-23	pricing	558	230	53
2024-07-23	about	254	182	57
2024-07-23	contact	109	90	49
2024-07-23	faq	175	106	67
2024-07-23	category_gaming	788	635	69
2024-07-23	category_electronics	969	545	60
2024-07-23	landing_campaign	393	263	48
2024-07-24	home	5675	4128	72
2024-07-24	product_page	1492	1131	53
2024-07-24	blog_post	796	532	111
2024-07-24	pricing	453	238	74
2024-07-24	about	270	125	74
2024-07-24	contact	123	79	62
2024-07-24	faq	206	107	56
2024-07-24	category_gaming	662	516	54
2024-07-24	category_electronics	1071	545	81
2024-07-24	landing_campaign	434	251	70
2024-07-25	home	5603	4365	76
2024-07-25	product_page	1480	1309	52
2024-07-25	blog_post	875	732	118
2024-07-25	pricing	344	156	77
2024-07-25	about	246	133	69
2024-07-25	contact	98	68	47
2024-07-25	faq	218	133	57
2024-07-25	category_gaming	616	551	42
2024-07-25	category_electronics	905	785	52
2024-07-25	landing_campaign	359	210	60
2024-07-26	home	5934	4717	45
2024-07-26	product_page	1042	706	33
2024-07-26	blog_post	1139	631	123
2024-07-26	pricing	508	279	79
2024-07-26	about	210	149	39
2024-07-26	contact	123	84	59
2024-07-26	faq	202	84	53
2024-07-26	category_gaming	624	379	57
2024-07-26	category_electronics	906	696	76
2024-07-26	landing_campaign	393	296	57
2024-07-27	home	3039	2611	32
2024-07-27	product_page	1228	747	69
2024-07-27	blog_post	724	509	106
2024-07-27	pricing	442	222	60
2024-07-27	about	155	93	70
2024-07-27	contact	86	57	78
2024-07-27	faq	123	80	71
2024-07-27	category_gaming	428	352	23
2024-07-27	category_electronics	702	384	82
2024-07-27	landing_campaign	232	98	65
2024-07-28	home	3705	2004	47
2024-07-28	product_page	816	602	70
2024-07-28	blog_post	733	608	120
2024-07-28	pricing	330	243	63
2024-07-28	about	198	93	81
2024-07-28	contact	54	33	72
2024-07-28	faq	102	59	61
2024-07-28	category_gaming	464	392	51
2024-07-28	category_electronics	475	281	59
2024-07-28	landing_campaign	237	100	56
2024-07-29	home	7352	5094	55
2024-07-29	product_page	1189	680	66
2024-07-29	blog_post	971	794	137
2024-07-29	pricing	406	314	40
2024-07-29	about	219	194	70
2024-07-29	contact	151	132	70
2024-07-29	faq	173	121	58
2024-07-29	category_gaming	673	433	34
2024-07-29	category_electronics	853	523	48
2024-07-29	landing_campaign	417	205	80
2024-07-30	home	5513	2698	48
2024-07-30	product_page	1720	1040	84
2024-07-30	blog_post	1064	941	116
2024-07-30	pricing	352	276	59
2024-07-30	about	258	208	52
2024-07-30	contact	92	63	59
2024-07-30	faq	146	89	54
2024-07-30	category_gaming	674	381	63
2024-07-30	category_electronics	785	692	62
2024-07-30	landing_campaign	370	291	54
2024-07-31	home	5382	2273	101
2024-07-31	product_page	1020	802	80
2024-07-31	blog_post	1223	551	106
2024-07-31	pricing	493	392	50
2024-07-31	about	292	216	88
2024-07-31	contact	100	55	38
2024-07-31	faq	161	65	67
2024-07-31	category_gaming	802	565	62
2024-07-31	category_electronics	942	611	76
2024-07-31	landing_campaign	412	211	68
2024-08-01	home	5168	3235	49
2024-08-01	product_page	1425	836	72
2024-08-01	blog_post	1005	671	137
2024-08-01	pricing	496	367	77
2024-08-01	about	244	215	21
2024-08-01	contact	126	93	59
2024-08-01	faq	231	94	47
2024-08-01	category_gaming	776	560	55
2024-08-01	category_electronics	875	745	25
2024-08-01	landing_campaign	302	138	84
2024-08-02	home	5158	3349	21
2024-08-02	product_page	1553	1159	73
2024-08-02	blog_post	945	817	118
2024-08-02	pricing	564	394	67
2024-08-02	about	238	210	45
2024-08-02	contact	141	62	54
2024-08-02	faq	153	65	39
2024-08-02	category_gaming	727	595	56
2024-08-02	category_electronics	851	344	54
2024-08-02	landing_campaign	426	307	82
2024-08-03	home	3387	2574	52
2024-08-03	product_page	948	609	64
2024-08-03	blog_post	597	457	112
2024-08-03	pricing	258	143	62
2024-08-03	about	163	116	75
2024-08-03	contact	74	44	56
2024-08-03	faq	94	77	70
2024-08-03	category_gaming	470	217	44
2024-08-03	category_electronics	539	289	58
2024-08-03	landing_campaign	229	153	23
2024-08-04	home	4273	2796	33
2024-08-04	product_page	1136	764	52
2024-08-04	blog_post	705	579	117
2024-08-04	pricing	260	190	47
2024-08-04	about	167	140	62
2024-08-04	contact	71	60	34
2024-08-04	faq	119	79	82
2024-08-04	category_gaming	508	268	73
2024-08-04	category_electronics	643	288	18
2024-08-04	landing_campaign	231	139	64
2024-08-05	home	6101	5008	80
2024-08-05	product_page	1573	793	58
2024-08-05	blog_post	877	782	131
2024-08-05	pricing	547	356	60
2024-08-05	about	153	86	38
2024-08-05	contact	80	33	85
2024-08-05	faq	163	135	49
2024-08-05	category_gaming	908	797	67
2024-08-05	category_electronics	748	450	51
2024-08-05	landing_campaign	428	291	58
2024-08-06	home	7191	4695	46
2024-08-06	product_page	1557	1332	42
2024-08-06	blog_post	1041	612	137
2024-08-06	pricing	494	383	47
2024-08-06	about	202	174	49
2024-08-06	contact	133	62	76
2024-08-06	faq	162	133	64
2024-08-06	category_gaming	949	824	54
2024-08-06	category_electronics	941	700	49
2024-08-06	landing_campaign	374	295	43
2024-08-07	home	6637	2830	55
2024-08-07	product_page	1617	901	79
2024-08-07	blog_post	1134	983	130
2024-08-07	pricing	607	425	44
2024-08-07	about	286	114	60
2024-08-07	contact	130	63	33
2024-08-07	faq	194	123	70
2024-08-07	category_gaming	725	492	79
2024-08-07	category_electronics	928	593	48
2024-08-07	landing_campaign	357	180	31
2024-08-08	home	6272	4449	76
2024-08-08	product_page	1644	1474	35
2024-08-08	blog_post	1013	906	135
2024-08-08	pricing	426	256	70
2024-08-08	about	204	159	40
2024-08-08	contact	115	96	61
2024-08-08	faq	171	113	69
2024-08-08	category_gaming	666	469	47
2024-08-08	category_electronics	846	556	70
2024-08-08	landing_campaign	431	320	58
2024-08-09	home	5853	3596	34
2024-08-09	product_page	1975	1346	62
2024-08-09	blog_post	1021	415	109
2024-08-09	pricing	535	295	57
2024-08-09	about	287	224	37
2024-08-09	contact	144	60	60
2024-08-09	faq	180	146	73
2024-08-09	category_gaming	638	548	67
2024-08-09	category_electronics	767	619	47
2024-08-09	landing_campaign	362	235	55
2024-08-10	home	3991	2689	63
2024-08-10	product_page	1107	960	66
2024-08-10	blog_post	728	449	137
2024-08-10	pricing	349	312	50
2024-08-10	about	226	168	58
2024-08-10	contact	88	45	85
2024-08-10	faq	127	65	64
2024-08-10	category_gaming	540	455	56
2024-08-10	category_electronics	540	229	58
2024-08-10	landing_campaign	281	194	38
2024-08-11	home	5031	2060	72
2024-08-11	product_page	956	456	48
2024-08-11	blog_post	686	554	110
2024-08-11	pricing	368	269	68
2024-08-11	about	143	128	73
2024-08-11	contact	76	41	51
2024-08-11	faq	134	88	78
2024-08-11	category_gaming	487	276	65
2024-08-11	category_electronics	575	501	61
2024-08-11	landing_campaign	279	158	60
2024-08-12	home	6104	4354	87
2024-08-12	product_page	1614	1204	60
2024-08-12	blog_post	1051	574	116
2024-08-12	pricing	438	372	56
2024-08-12	about	212	182	46
2024-08-12	contact	117	91	64
2024-08-12	faq	192	141	79
2024-08-12	category_gaming	964	402	58
2024-08-12	category_electronics	719	583	57
2024-08-12	landing_campaign	348	213	31
2024-08-13	home	6139	4877	83
2024-08-13	product_page	1642	718	61
2024-08-13	blog_post	819	665	145
2024-08-13	pricing	568	421	38
2024-08-13	about	297	196	45
2024-08-13	contact	134	108	53
2024-08-13	faq	228	120	33
2024-08-13	category_gaming	623	512	76
2024-08-13	category_electronics	766	501	50
2024-08-13	landing_campaign	410	213	49
2024-08-14	home	6839	6108	85
2024-08-14	product_page	1362	1057	80
2024-08-14	blog_post	775	526	123
2024-08-14	pricing	682	460	43
2024-08-14	about	251	206	68
2024-08-14	contact	112	71	32
2024-08-14	faq	164	114	38
2024-08-14	category_gaming	956	550	76
2024-08-14	category_electronics	998	465	36
2024-08-14	landing_campaign	371	152	58
2024-08-15	home	6940	2988	41
2024-08-15	product_page	1685	1340	58
2024-08-15	blog_post	1069	603	116
2024-08-15	pricing	491	359	76
2024-08-15	about	210	105	68
2024-08-15	contact	141	57	59
2024-08-15	faq	249	185	54
2024-08-15	category_gaming	735	508	50
2024-08-15	category_electronics	909	437	91
2024-08-15	landing_campaign	422	172	61
2024-08-16	home	5661	2282	63
2024-08-16	product_page	1441	1154	43
2024-08-16	blog_post	1122	679	98
2024-08-16	pricing	505	403	36
2024-08-16	about	260	148	64
2024-08-16	contact	113	86	69
2024-08-16	faq	242	181	47
2024-08-16	category_gaming	624	256	65
2024-08-16	category_electronics	903	633	43
2024-08-16	landing_campaign	323	254	83
2024-08-17	home	4419	3283	62
2024-08-17	product_page	837	558	70
2024-08-17	blog_post	843	757	128
2024-08-17	pricing	340	159	55
2024-08-17	about	128	80	75
2024-08-17	contact	88	60	54
2024-08-17	faq	126	58	69
2024-08-17	category_gaming	445	246	84
2024-08-17	category_electronics	603	260	56
2024-08-17	landing_campaign	211	101	43
2024-08-18	home	3968	2184	60
2024-08-18	product_page	970	562	66
2024-08-18	blog_post	924	743	103
2024-08-18	pricing	346	269	56
2024-08-18	about	155	63	63
2024-08-18	contact	96	66	64
2024-08-18	faq	124	92	59
2024-08-18	category_gaming	439	181	68
2024-08-18	category_electronics	720	542	33
2024-08-18	landing_campaign	265	120	78
2024-08-19	home	7223	5962	47
2024-08-19	product_page	1242	1089	72
2024-08-19	blog_post	838	381	117
2024-08-19	pricing	437	195	89
2024-08-19	about	279	212	69
2024-08-19	contact	136	55	45
2024-08-19	faq	163	133	35
2024-08-19	category_gaming	746	652	26
2024-08-19	category_electronics	818	649	54
2024-08-19	landing_campaign	283	126	63
2024-08-20	home	4975	3261	47
2024-08-20	product_page	1636	1371	57
2024-08-20	blog_post	1234	547	107
2024-08-20	pricing	489	241	108
2024-08-20	about	294	213	86
2024-08-20	contact	125	87	53
2024-08-20	faq	169	90	50
2024-08-20	category_gaming	835	687	83
2024-08-20	category_electronics	941	726	56
2024-08-20	landing_campaign	328	173	56
2024-08-21	home	6164	3482	62
2024-08-21	product_page	1614	868	52
2024-08-21	blog_post	865	533	93
2024-08-21	pricing	507	409	20
2024-08-21	about	268	120	68
2024-08-21	contact	119	55	63
2024-08-21	faq	216	193	62
2024-08-21	category_gaming	920	715	82
2024-08-21	category_electronics	792	617	52
2024-08-21	landing_campaign	324	180	54
2024-08-22	home	6539	4897	58
2024-08-22	product_page	1609	1370	60
2024-08-22	blog_post	1135	683	120
2024-08-22	pricing	443	323	48
2024-08-22	about	329	244	60
2024-08-22	contact	99	70	62
2024-08-22	faq	247	136	79
2024-08-22	category_gaming	868	780	66
2024-08-22	category_electronics	900	447	78
2024-08-22	landing_campaign	398	201	62
2024-08-23	home	5631	4326	53
2024-08-23	product_page	1350	1130	57
2024-08-23	blog_post	710	406	129
2024-08-23	pricing	470	267	32
2024-08-23	about	306	225	63
2024-08-23	contact	129	105	32
2024-08-23	faq	244	123	72
2024-08-23	category_gaming	834	718	79
2024-08-23	category_electronics	941	415	49
2024-08-23	landing_campaign	467	277	91
2024-08-24	home	3222	2486	61
2024-08-24	product_page	1046	498	64
2024-08-24	blog_post	712	473	131
2024-08-24	pricing	309	205	63
2024-08-24	about	177	153	70
2024-08-24	contact	92	51	55
2024-08-24	faq	141	57	73
2024-08-24	category_gaming	607	303	63
2024-08-24	category_electronics	796	382	54
2024-08-24	landing_campaign	222	112	74
2024-08-25	home	2860	2460	80
2024-08-25	product_page	991	574	75
2024-08-25	blog_post	547	367	106
2024-08-25	pricing	302	149	74
2024-08-25	about	147	110	59
2024-08-25	contact	74	40	113
2024-08-25	faq	118	99	74
2024-08-25	category_gaming	460	375	64
2024-08-25	category_electronics	612	447	46
2024-08-25	landing_campaign	281	205	74
2024-08-26	home	6630	3516	82
2024-08-26	product_page	1806	1108	47
2024-08-26	blog_post	1042	704	121
2024-08-26	pricing	348	183	61
2024-08-26	about	197	87	56
2024-08-26	contact	135	117	64
2024-08-26	faq	172	132	62
2024-08-26	category_gaming	784	619	48
2024-08-26	category_electronics	989	525	76
2024-08-26	landing_campaign	358	166	69
2024-08-27	home	5749	4842	70
2024-08-27	product_page	1740	1013	78
2024-08-27	blog_post	934	653	103
2024-08-27	pricing	392	184	58
2024-08-27	about	242	166	57
2024-08-27	contact	128	105	48
2024-08-27	faq	155	75	54
2024-08-27	category_gaming	763	320	76
2024-08-27	category_electronics	1047	798	57
2024-08-27	landing_campaign	438	201	59
2024-08-28	home	7060	4743	68
2024-08-28	product_page	1643	949	88
2024-08-28	blog_post	759	470	126
2024-08-28	pricing	451	252	54
2024-08-28	about	236	182	75
2024-08-28	contact	119	54	41
2024-08-28	faq	196	137	45
2024-08-28	category_gaming	733	609	37
2024-08-28	category_electronics	813	723	62
2024-08-28	landing_campaign	338	207	95
2024-08-29	home	5448	4712	62
2024-08-29	product_page	1238	843	66
2024-08-29	blog_post	1215	840	139
2024-08-29	pricing	528	226	41
2024-08-29	about	289	210	91
2024-08-29	contact	132	57	69
2024-08-29	faq	225	125	59
2024-08-29	category_gaming	927	795	47
2024-08-29	category_electronics	788	455	75
2024-08-29	landing_campaign	322	160	59
2024-08-30	home	6460	4630	77
2024-08-30	product_page	1599	1333	53
2024-08-30	blog_post	1128	927	120
2024-08-30	pricing	568	257	73
2024-08-30	about	240	97	58
2024-08-30	contact	98	63	67
2024-08-30	faq	188	82	60
2024-08-30	category_gaming	879	447	80
2024-08-30	category_electronics	837	539	62
2024-08-30	landing_campaign	337	192	67
2024-08-31	home	4455	1913	50
2024-08-31	product_page	838	486	69
2024-08-31	blog_post	907	666	112
2024-08-31	pricing	232	196	71
2024-08-31	about	164	129	47
2024-08-31	contact	85	68	55
2024-08-31	faq	115	59	44
2024-08-31	category_gaming	506	277	64
2024-08-31	category_electronics	592	321	63
2024-08-31	landing_campaign	203	179	52
2024-09-01	home	4852	2781	60
2024-09-01	product_page	1208	937	50
2024-09-01	blog_post	648	410	129
2024-09-01	pricing	357	213	66
2024-09-01	about	152	82	69
2024-09-01	contact	46	30	53
2024-09-01	faq	89	43	67
2024-09-01	category_gaming	469	306	80
2024-09-01	category_electronics	656	494	63
2024-09-01	landing_campaign	253	223	64
2024-09-02	home	4572	2586	92
2024-09-02	product_page	1255	567	70
2024-09-02	blog_post	1182	645	87
2024-09-02	pricing	437	231	57
2024-09-02	about	257	199	50
2024-09-02	contact	117	47	42
2024-09-02	faq	203	87	68
2024-09-02	category_gaming	812	483	58
2024-09-02	category_electronics	599	418	65
2024-09-02	landing_campaign	353	228	80
2024-09-03	home	5940	2411	86
2024-09-03	product_page	1607	1063	60
2024-09-03	blog_post	1118	1004	116
2024-09-03	pricing	668	447	80
2024-09-03	about	229	168	85
2024-09-03	contact	120	98	51
2024-09-03	faq	193	80	73
2024-09-03	category_gaming	786	477	66
2024-09-03	category_electronics	705	446	89
2024-09-03	landing_campaign	333	169	53
2024-09-04	home	6230	4385	59
2024-09-04	product_page	1323	922	62
2024-09-04	blog_post	934	511	117
2024-09-04	pricing	528	385	29
2024-09-04	about	222	124	72
2024-09-04	contact	107	96	38
2024-09-04	faq	167	99	84
2024-09-04	category_gaming	460	374	54
2024-09-04	category_electronics	643	506	55
2024-09-04	landing_campaign	367	269	76
2024-09-05	home	6404	2705	49
2024-09-05	product_page	1545	852	54
2024-09-05	blog_post	1088	511	124
2024-09-05	pricing	517	235	86
2024-09-05	about	1192	588	84
2024-09-05	contact	127	113	71
2024-09-05	faq	161	102	60
2024-09-05	category_gaming	806	601	41
2024-09-05	category_electronics	767	486	58
2024-09-05	landing_campaign	395	314	51
2024-09-06	home	8729	7517	77
2024-09-06	product_page	1297	801	65
2024-09-06	blog_post	1216	1011	135
2024-09-06	pricing	539	413	73
2024-09-06	about	198	164	63
2024-09-06	contact	162	117	52
2024-09-06	faq	158	90	48
2024-09-06	category_gaming	807	425	79
2024-09-06	category_electronics	817	625	86
2024-09-06	landing_campaign	387	240	62
2024-09-07	home	4468	2816	53
2024-09-07	product_page	1047	571	54
2024-09-07	blog_post	494	374	117
2024-09-07	pricing	393	198	71
2024-09-07	about	147	113	59
2024-09-07	contact	91	52	69
2024-09-07	faq	128	90	71
2024-09-07	category_gaming	563	466	88
2024-09-07	category_electronics	664	458	63
2024-09-07	landing_campaign	298	266	75
2024-09-08	home	4158	2160	48
2024-09-08	product_page	1196	1056	67
2024-09-08	blog_post	826	709	116
2024-09-08	pricing	283	199	71
2024-09-08	about	190	95	64
2024-09-08	contact	81	49	55
2024-09-08	faq	160	87	82
2024-09-08	category_gaming	415	311	29
2024-09-08	category_electronics	494	299	83
2024-09-08	landing_campaign	207	130	49
2024-09-09	home	7420	5857	72
2024-09-09	product_page	1829	737	50
2024-09-09	blog_post	1238	885	118
2024-09-09	pricing	675	576	54
2024-09-09	about	306	272	64
2024-09-09	contact	138	57	85
2024-09-09	faq	220	175	30
2024-09-09	category_gaming	825	442	58
2024-09-09	category_electronics	822	528	83
2024-09-09	landing_campaign	345	154	73
2024-09-10	home	8902	7108	88
2024-09-10	product_page	1914	1709	72
2024-09-10	blog_post	1035	684	123
2024-09-10	pricing	480	332	43
2024-09-10	about	285	215	80
2024-09-10	contact	158	74	52
2024-09-10	faq	182	153	55
2024-09-10	category_gaming	741	635	36
2024-09-10	category_electronics	708	383	66
2024-09-10	landing_campaign	373	258	71
2024-09-11	home	4244	2171	49
2024-09-11	product_page	1786	959	74
2024-09-11	blog_post	1088	936	125
2024-09-11	pricing	470	390	47
2024-09-11	about	239	145	72
2024-09-11	contact	149	84	57
2024-09-11	faq	198	131	72
2024-09-11	category_gaming	632	450	48
2024-09-11	category_electronics	1005	649	58
2024-09-11	landing_campaign	230	182	65
2024-09-12	home	4817	4003	52
2024-09-12	product_page	1888	1331	85
2024-09-12	blog_post	870	362	136
2024-09-12	pricing	487	370	63
2024-09-12	about	246	106	49
2024-09-12	contact	168	81	64
2024-09-12	faq	208	129	57
2024-09-12	category_gaming	778	627	59
2024-09-12	category_electronics	872	450	61
2024-09-12	landing_campaign	381	228	68
2024-09-13	home	4616	2653	41
2024-09-13	product_page	1296	630	50
2024-09-13	blog_post	1118	731	123
2024-09-13	pricing	445	362	52
2024-09-13	about	252	137	62
2024-09-13	contact	153	96	67
2024-09-13	faq	231	203	72
2024-09-13	category_gaming	935	641	49
2024-09-13	category_electronics	1146	685	58
2024-09-13	landing_campaign	379	250	43
2024-09-14	home	3940	1881	38
2024-09-14	product_page	726	468	65
2024-09-14	blog_post	741	422	138
2024-09-14	pricing	231	178	55
2024-09-14	about	161	97	73
2024-09-14	contact	94	70	58
2024-09-14	faq	113	58	51
2024-09-14	category_gaming	442	322	48
2024-09-14	category_electronics	569	405	46
2024-09-14	landing_campaign	241	106	57
2024-09-15	home	3909	2327	62
2024-09-15	product_page	1105	730	35
2024-09-15	blog_post	477	223	116
2024-09-15	pricing	366	319	65
2024-09-15	about	191	81	46
2024-09-15	contact	66	51	79
2024-09-15	faq	120	79	74
2024-09-15	category_gaming	492	285	45
2024-09-15	category_electronics	627	529	45
2024-09-15	landing_campaign	271	145	53
2024-09-16	home	6565	5203	66
2024-09-16	product_page	1562	1266	47
2024-09-16	blog_post	1252	567	133
2024-09-16	pricing	443	346	56
2024-09-16	about	265	127	76
2024-09-16	contact	165	133	70
2024-09-16	faq	161	140	57
2024-09-16	category_gaming	1014	878	72
2024-09-16	category_electronics	906	497	70
2024-09-16	landing_campaign	458	278	29
2024-09-17	home	6316	5127	75
2024-09-17	product_page	1604	1220	65
2024-09-17	blog_post	967	442	135
2024-09-17	pricing	508	235	78
2024-09-17	about	286	143	74
2024-09-17	contact	118	93	71
2024-09-17	faq	240	141	58
2024-09-17	category_gaming	875	365	53
2024-09-17	category_electronics	896	552	62
2024-09-17	landing_campaign	329	216	64
2024-09-18	home	5890	4277	85
2024-09-18	product_page	1493	1328	38
2024-09-18	blog_post	1096	753	102
2024-09-18	pricing	662	431	77
2024-09-18	about	239	144	66
2024-09-18	contact	121	72	73
2024-09-18	faq	249	132	52
2024-09-18	category_gaming	566	442	52
2024-09-18	category_electronics	824	510	64
2024-09-18	landing_campaign	433	341	33
2024-09-19	home	6484	4780	63
2024-09-19	product_page	2061	921	48
2024-09-19	blog_post	1035	434	135
2024-09-19	pricing	507	422	72
2024-09-19	about	265	114	64
2024-09-19	contact	137	116	54
2024-09-19	faq	125	60	36
2024-09-19	category_gaming	826	430	43
2024-09-19	category_electronics	890	573	56
2024-09-19	landing_campaign	380	230	41
2024-09-20	home	6420	3055	63
2024-09-20	product_page	1538	795	50
2024-09-20	blog_post	858	622	107
2024-09-20	pricing	447	296	61
2024-09-20	about	261	228	74
2024-09-20	contact	144	94	89
2024-09-20	faq	170	69	63
2024-09-20	category_gaming	778	550	51
2024-09-20	category_electronics	629	418	59
2024-09-20	landing_campaign	358	193	60
2024-09-21	home	4687	3288	54
2024-09-21	product_page	789	606	56
2024-09-21	blog_post	657	320	124
2024-09-21	pricing	296	180	74
2024-09-21	about	196	153	54
2024-09-21	contact	64	55	69
2024-09-21	faq	130	89	60
2024-09-21	category_gaming	543	308	67
2024-09-21	category_electronics	703	478	39
